Variable,Measure,COU,Country,Year,Value
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2019,1
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2020,26
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2021,19
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2022,5.1
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2013,1.9
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2014,0.5
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2015,0.8
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2016,1.3
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2017,3.2
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2018,0
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2019,2.4
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2020,5.6
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2021,8.6
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2022,7.3
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2019,61.3
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2020,60.4
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2021,45.7
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2022,65.9
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2019,89.3
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2020,91.7
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2021,77.8
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2022,85.3
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2006,76.1
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2007,66.7
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2008,68.5
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2009,64.7
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2010,61.4
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2011,68.5
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2012,64.7
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2013,62.3
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2014,65.4
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2015,65.6
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2016,65.1
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2017,69.5
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2018,70.4
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2019,68.3
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2020,87.7
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2021,75.3
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2022,75.9
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2007,54.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2008,48.9
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2009,45.3
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2010,51.3
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2011,53.1
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2012,45.3
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2013,56.1
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2014,57.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2015,62.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2016,62.9
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2017,67.8
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2018,59.4
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2019,55
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2020,91.6
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2021,51.1
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2022,50.1
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2010,2.6
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2011,5.8
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2012,6
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2013,0
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2014,0
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2015,0
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2016,8.5
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2017,10.5
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2019,8.5
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2020,4.6
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2021,3.5
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2022,4.3
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2019,98.4
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2020,99.5
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2021,99.6
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2022,99.1
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2013,49.1
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2014,56.8
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2015,54.4
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2016,57.9
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2017,51.7
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2018,48.5
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2019,38.9
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2020,61.2
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2021,52.6
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2022,54.3
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2006,73.8
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2007,60.6
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2008,59.6
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2009,56.2
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2010,50.5
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2011,56.1
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2012,50
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2013,44.7
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2014,50.9
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2015,52.8
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2016,54.4
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2017,50.9
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2018,55.1
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2019,55.1
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2020,59
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2021,51
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2022,50.8
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2013,69.2
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2014,69.1
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2015,61.3
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2016,56.8
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2017,54.8
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2018,58.8
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2019,57.8
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2020,74.6
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2021,74.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2022,69.6
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2019,76.4
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2020,84.1
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2021,79.7
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2022,76.6
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2019,83.1
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2020,92.8
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2021,91.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2022,87.2
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2019,57.1
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2020,77
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2021,71.5
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2022,65.2
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2019,72.2
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2020,90
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2021,76.7
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2022,70.9
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2019,77.2
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2020,89.3
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2021,86.7
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2022,82.4
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2019,84.5
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2020,95.9
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2021,91.7
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,CRI,Costa Rica,2022,88.4
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,HRV,Croatia,2022,73.4
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,HRV,Croatia,2022,41.8
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,HRV,Croatia,2022,72
